material,absorption rate,std. dev.
UN,0.9712592818202649,0.001308494525654549
SiC_fuel_clad,0.0003448290795249876,1.851177735178965e-06
SiC_mod_clad,0.0007658686707911231,3.41270954334484e-06
moderator,0.01792273281396118,5.890109768611826e-05
matrix,0.0008670395209545768,1.2517210868467934e-05
hp_vp_liq_wick,0.002873138204838427,1.1131042329458376e-05
shell_air_hp,0.005216330837892988,2.5510922273945143e-05
