case,fuel material,HM density [g/cc],fuel volume [cc],HM mass [g],kappa-fission [eV/src],fuel fission fraction of heat,specific power [W/kgHM @ 1 W cell],power density [W/cc @ 1 W cell]
HPMR_pinCell,fuel,9.582181356308576,1.6607918871148788,15.914009057420728,93364231.49627876,0.9622686346232359,60.46676429246648,0.5794035014795773
HPMR_pinCell-UN,UN,13.423687868406276,34.02344843837746,456.72015204359394,110606889.20389408,0.9750741290915199,2.1349487749304505,0.028658885969702733
HPMR_INFINIT,UN,13.423687868406276,264.83626069761954,3555.0792998407173,107153718.23324989,0.9728457349385083,0.27364951746142374,0.0036733857077421448
